matchResult,redCards,yellowCards,possession,shootTotal,goalTotal,shootInPenalty,goalInPenalty,shootOutPenalty,goalOutPenalty,passTry,passRate,shortPassSuccess,shortpassRate,longpassSuccess,longpassRate,tackleTry,tackleSuccess,shootSetPiece,shootPenaltyKick,effectiveShootTotal,goalPenaltyKick,ownGoal
3,0,0,55,9,1,7,0,2,1,99,0.909090909,63,0.926470588,4,0.5,7,6,2,0,7,0,0
3,0,0,44,8,2,5,2,3,0,79,0.886075949,45,1,1,0.142857143,8,8,2,0,5,0,0
3,0,0,61,12,3,10,3,2,0,114,0.885964912,67,0.971014493,2,0.181818182,6,5,6,0,8,0,0
3,0,0,48,6,2,6,2,0,0,132,0.939393939,87,0.988636364,2,0.4,13,12,2,0,5,0,0
3,0,0,49,2,0,2,0,0,0,117,0.931623932,81,1,2,0.4,13,12,0,0,1,0,0
0,0,0,52,6,1,5,1,0,0,138,0.927536232,93,0.989361702,3,0.333333333,13,11,4,1,5,0,0
3,0,0,50,4,2,3,2,1,0,84,0.916666667,56,0.98245614,1,0.5,10,6,1,0,3,0,0
3,0,0,47,4,3,2,3,0,0,87,0.908045977,65,0.955882353,0,0,10,8,0,0,3,0,0
0,0,0,56,1,0,1,0,0,0,104,0.913461538,72,0.947368421,2,0.5,10,6,0,0,0,0,0
0,0,0,40,3,1,3,1,0,0,72,0.861111111,44,0.956521739,2,0.333333333,16,9,0,0,3,0,0
0,0,0,49,2,0,1,0,1,0,97,0.907216495,69,0.971830986,4,0.4,10,8,2,0,1,0,0
0,0,0,59,4,2,3,1,0,0,127,0.960629921,100,0.970873786,1,0.5,9,6,0,1,3,1,0
3,0,0,44,9,1,7,1,2,0,115,0.895652174,77,0.950617284,3,0.428571429,12,9,2,0,8,0,0
3,0,0,47,7,3,5,2,2,1,79,0.949367089,53,0.981481481,3,0.75,8,7,1,0,5,0,0
0,0,1,51,3,0,3,0,0,0,112,0.919642857,77,0.974683544,2,0.333333333,9,4,2,0,3,0,0
3,0,0,48,6,3,4,2,2,1,85,0.917647059,52,0.962962963,0,0,13,9,0,0,5,0,0
3,0,1,49,7,1,6,0,1,1,124,0.89516129,80,0.975609756,5,0.384615385,20,15,7,0,5,0,0
3,0,0,60,5,3,1,0,4,3,120,0.958333333,95,0.989583333,1,1,10,8,1,0,3,0,1
0,1,1,52,4,0,3,0,1,0,140,0.928571429,99,0.970588235,4,0.5,13,10,1,0,2,0,0
3,0,0,48,6,1,6,1,0,0,89,0.93258427,57,0.982758621,1,0.2,8,6,1,0,4,0,0
3,0,0,49,5,2,3,2,2,0,71,0.887323944,46,0.93877551,0,0,8,5,1,0,3,0,0
0,0,0,50,6,0,4,0,2,0,86,0.895348837,57,0.95,2,0.333333333,8,7,4,0,2,0,0
0,0,0,51,2,1,1,0,1,1,109,0.917431193,81,0.941860465,5,0.714285714,12,9,1,0,2,0,0
3,0,1,54,7,1,5,1,2,0,108,0.888888889,79,0.951807229,1,0.166666667,6,4,1,0,4,0,0
3,0,0,58,5,2,4,2,1,0,111,0.963963964,85,1,1,0.25,7,4,3,0,2,0,0
0,0,0,52,6,1,5,1,1,0,126,0.880952381,78,0.951219512,2,0.25,10,7,4,0,3,0,0
0,0,1,47,4,1,2,1,2,0,87,0.942528736,66,1,0,0,11,6,0,0,3,0,0
0,0,0,50,4,0,3,0,1,0,98,0.887755102,67,0.943661972,2,0.333333333,10,5,2,0,2,0,0
0,0,0,49,2,0,2,0,0,0,89,0.93258427,66,0.985074627,3,0.5,11,11,1,0,1,0,0
1,0,1,42,3,1,2,1,1,0,87,0.908045977,59,0.983333333,2,0.285714286,10,6,2,0,2,0,0
3,0,0,61,2,1,2,1,0,0,198,0.954545455,148,1,1,0.142857143,6,6,2,0,2,0,0
0,0,0,43,2,0,2,0,0,0,81,0.839506173,51,0.980769231,2,0.25,10,7,3,0,2,0,0
3,0,0,52,9,2,5,2,3,0,141,0.943262411,98,0.98,2,0.4,14,9,2,1,7,0,0
0,0,0,46,3,1,2,1,1,0,108,0.935185185,75,1,0,0,13,11,0,0,2,0,0
3,0,0,38,4,2,3,2,1,0,65,0.907692308,42,0.976744186,1,0.333333333,11,9,0,0,4,0,0
3,0,0,56,6,3,3,3,3,0,94,0.989361702,71,1,2,1,8,6,1,0,4,0,0
3,0,0,44,5,1,4,1,1,0,72,0.902777778,42,0.954545455,4,0.8,8,7,2,0,4,0,0
3,0,0,43,7,4,4,2,3,2,83,0.903614458,53,0.981481481,2,0.333333333,12,9,2,0,7,0,0
0,0,0,53,5,1,5,1,0,0,108,0.916666667,80,1,1,0.142857143,9,6,1,0,2,0,0
3,0,0,44,4,2,2,1,2,1,70,0.9,45,0.97826087,2,0.4,12,9,0,0,2,0,0
3,0,1,54,5,3,2,2,2,1,95,1,70,1,0,0,9,7,0,1,4,0,0
0,0,0,57,0,0,0,0,0,0,110,0.881818182,75,0.9375,1,0.2,7,5,0,0,0,0,0
3,0,0,49,4,1,4,1,0,0,84,0.916666667,60,0.967741935,1,0.166666667,9,7,0,0,3,0,0
0,0,0,54,0,0,0,0,0,0,106,0.91509434,86,0.955555556,1,0.2,17,12,0,0,0,0,0
3,0,0,56,3,1,3,1,0,0,141,0.95035461,98,0.98,4,1,8,7,1,0,2,0,0
3,0,0,51,2,2,2,2,0,0,97,0.907216495,62,0.953846154,0,0,12,11,0,0,2,0,0
3,0,0,52,4,1,3,1,1,0,89,0.93258427,66,0.985074627,2,0.5,5,3,0,0,1,0,0
3,0,0,53,5,2,5,2,0,0,93,0.935483871,56,0.98245614,10,0.833333333,11,9,4,0,4,0,0
0,0,0,50,3,0,2,0,1,0,80,0.875,45,0.97826087,1,0.142857143,12,7,2,0,1,0,0
3,0,0,52,2,1,2,1,0,0,122,0.950819672,93,0.978947368,3,0.6,15,12,0,0,2,0,0
0,0,0,53,3,2,2,1,1,1,139,0.928057554,97,0.989795918,1,0.25,12,5,0,0,2,0,0
3,0,0,42,5,2,3,1,2,1,79,0.873417722,55,0.964912281,2,0.666666667,10,9,1,0,3,0,0
0,0,1,48,3,0,3,0,0,0,107,0.906542056,76,0.974358974,1,0.125,15,7,1,0,2,0,0
0,0,0,50,2,1,1,1,1,0,82,0.926829268,60,1,1,0.2,7,6,0,0,1,0,0
3,0,1,48,5,2,4,2,1,0,90,0.944444444,60,1,3,0.6,5,4,0,0,5,0,0
0,0,0,45,1,0,0,0,1,0,78,0.897435897,58,0.950819672,0,0,9,9,0,0,0,0,0
3,0,0,50,4,1,1,1,3,0,103,0.893203883,79,0.9875,2,0.25,5,1,3,0,3,0,0
0,0,0,48,2,0,1,0,1,0,89,0.921348315,56,0.98245614,3,0.375,9,7,1,0,0,0,0
0,0,0,45,7,1,5,0,2,1,86,0.895348837,51,0.980769231,2,0.285714286,10,9,2,0,4,0,0
1,0,0,53,2,1,2,1,0,0,99,0.939393939,74,0.973684211,1,0.333333333,16,14,0,0,2,0,0
1,0,0,46,5,0,3,0,2,0,81,0.864197531,47,0.959183673,4,0.363636364,8,7,3,0,3,0,0
3,0,0,50,7,2,5,2,2,0,96,0.927083333,63,0.954545455,1,0.333333333,12,7,3,0,4,0,0
3,0,1,50,5,2,4,2,1,0,110,0.918181818,72,0.972972973,2,0.666666667,8,6,0,0,4,0,0
3,0,0,46,5,1,2,0,3,1,87,0.942528736,62,0.96875,4,0.666666667,11,10,0,0,1,0,0
0,0,0,45,1,1,0,0,0,1,89,0.91011236,57,0.966101695,5,0.625,10,6,0,0,1,0,0
3,0,0,50,2,1,1,0,1,1,90,0.955555556,65,0.984848485,0,0,8,5,1,0,2,0,0
0,0,0,51,0,0,0,0,0,0,98,0.908163265,72,0.972972973,2,0.5,13,10,0,0,0,0,0
3,0,0,45,5,2,3,1,1,0,83,0.939759036,58,0.983050847,1,0.25,12,8,2,1,3,1,0
0,0,0,55,4,0,3,0,1,0,106,0.943396226,65,1,4,0.5,7,4,2,0,2,0,0
3,0,0,55,9,2,7,1,2,1,98,0.908163265,59,0.967213115,1,0.166666667,15,14,3,0,7,0,0
1,0,0,61,4,1,2,1,2,0,101,0.900990099,77,0.974683544,0,0,8,7,1,0,1,0,0
0,0,0,50,9,1,7,1,2,0,94,0.861702128,59,1,3,0.272727273,7,6,8,0,5,0,0
0,0,0,46,8,0,6,0,2,0,98,0.887755102,61,0.938461538,2,0.222222222,10,7,3,0,5,0,0
0,0,0,39,2,1,1,1,1,0,66,0.909090909,38,1,3,0.333333333,6,3,3,0,1,0,0
1,0,1,43,8,1,7,1,1,0,80,0.8875,50,0.980392157,4,0.444444444,13,11,4,0,5,0,0
3,0,0,50,4,1,2,1,2,0,86,0.88372093,47,0.921568627,2,0.333333333,18,14,0,0,3,0,0
1,0,0,49,4,1,4,1,0,0,103,0.912621359,71,0.986111111,2,0.285714286,10,10,4,0,1,0,0
3,0,0,51,1,1,0,0,0,0,87,0.91954023,63,0.984375,2,0.285714286,9,9,1,1,1,1,0
1,0,0,46,5,2,3,2,2,0,78,0.897435897,55,1,1,0.125,7,7,3,0,3,0,0
0,0,0,48,3,0,2,0,1,0,96,0.875,68,0.944444444,1,0.142857143,8,7,2,0,2,0,0
0,0,1,49,3,2,1,2,1,0,84,0.94047619,59,1,1,0.5,4,3,0,0,2,0,0
3,0,0,41,8,2,3,1,5,1,59,0.881355932,36,0.972972973,2,0.4,12,9,2,0,7,0,0
0,0,0,42,1,0,1,0,0,0,88,0.852272727,56,0.933333333,2,0.4,13,11,0,0,1,0,0
1,0,0,46,2,2,1,1,1,1,81,0.925925926,60,1,1,0.5,14,8,0,0,2,0,0
3,0,1,48,5,3,3,2,1,0,78,0.935897436,46,0.958333333,0,0,8,5,0,1,3,1,0
1,0,0,48,2,1,2,1,0,0,81,0.987654321,57,1,1,1,13,13,0,0,2,0,0
0,0,0,53,4,1,3,1,1,0,105,0.904761905,69,0.971830986,2,0.25,7,5,2,0,4,0,0
1,0,0,44,4,0,4,0,0,0,75,0.88,46,1,2,0.285714286,10,4,2,0,3,0,0
0,0,0,44,3,1,2,1,1,0,76,0.947368421,59,0.967213115,1,0.5,9,8,0,0,2,0,0
0,0,0,42,0,0,0,0,0,0,80,0.9375,54,0.964285714,5,1,11,8,0,0,0,0,0
0,0,0,50,2,1,2,1,0,0,86,0.906976744,49,0.960784314,6,1,8,7,1,0,2,0,0
1,0,0,46,1,1,1,1,0,0,81,0.913580247,53,0.981481481,2,0.666666667,12,9,0,0,1,0,0
3,0,0,44,5,0,4,0,1,0,71,0.873239437,47,0.979166667,5,0.454545455,9,4,2,0,2,0,0
3,0,0,46,2,1,0,1,1,0,83,0.903614458,49,1,1,0.25,13,12,1,0,2,0,0
3,0,0,45,11,5,8,4,2,0,80,0.95,55,0.982142857,1,0.25,14,7,2,1,7,1,0
0,0,0,49,5,1,4,1,1,0,139,0.949640288,101,0.990196078,2,0.333333333,13,10,0,0,4,0,0
3,0,0,58,9,5,7,4,2,1,100,0.94,72,0.98630137,2,0.285714286,6,5,2,0,8,0,0
3,0,0,50,4,1,2,0,2,1,87,0.954022989,63,0.969230769,1,1,11,9,2,0,2,0,0
0,0,0,50,4,1,3,0,1,1,137,0.934306569,106,0.972477064,2,0.4,18,14,1,0,3,0,0
3,0,0,54,6,3,5,2,1,1,111,0.972972973,76,1,1,0.25,9,6,0,0,4,0,0
0,0,0,41,1,0,1,0,0,0,72,0.944444444,47,0.959183673,2,1,15,11,0,0,1,0,0
0,0,0,48,2,2,2,2,0,0,80,0.9375,60,0.967741935,3,0.75,9,4,0,0,2,0,0
0,0,0,50,4,0,3,0,1,0,133,0.932330827,92,0.968421053,2,0.666666667,18,14,1,0,2,0,0
3,0,1,44,3,2,3,2,0,0,76,0.960526316,57,0.982758621,1,0.5,18,10,0,0,2,0,0
3,0,0,46,8,2,5,0,3,2,126,0.952380952,94,0.969072165,2,0.5,10,8,4,0,5,0,0
0,0,0,50,3,0,2,0,1,0,77,0.922077922,57,0.966101695,0,0,12,10,2,0,2,0,0
3,0,0,57,5,3,3,3,2,0,91,0.967032967,60,1,1,0.333333333,8,7,2,0,5,0,0
3,0,1,54,5,1,2,1,2,0,104,0.932692308,75,0.949367089,1,0.333333333,11,10,1,0,4,0,0
3,0,0,51,2,0,2,0,0,0,141,0.886524823,101,0.935185185,0,0,9,6,1,0,1,0,0
0,0,0,56,5,0,4,0,1,0,106,0.943396226,81,0.975903614,5,0.625,6,3,1,0,4,0,0
3,0,0,51,2,2,2,2,0,0,79,0.911392405,58,0.983050847,0,0,7,7,0,0,2,0,0
3,0,2,44,4,2,2,1,2,1,78,0.935897436,60,0.983606557,2,0.666666667,12,6,0,0,2,0,0
3,0,0,58,7,2,6,2,1,0,103,0.902912621,63,0.969230769,3,0.375,10,6,3,0,5,0,0
0,0,1,41,1,0,1,0,0,0,81,0.901234568,57,1,2,0.333333333,17,11,0,0,0,0,0
3,0,0,52,7,3,6,3,1,0,101,0.95049505,71,0.986111111,3,0.75,8,6,1,0,6,0,0
3,0,0,50,8,3,5,1,2,1,75,0.92,50,0.980392157,1,0.333333333,9,9,2,1,6,1,0
1,0,0,51,5,1,5,1,0,0,115,0.930434783,78,0.975,0,0,12,11,1,0,4,0,0
3,0,1,44,4,2,2,1,1,0,70,0.9,49,0.960784314,1,0.333333333,8,7,0,1,3,1,0
1,0,0,48,2,1,0,0,2,1,89,0.943820225,67,1,0,0,8,6,1,0,1,0,0
1,0,0,55,5,0,2,0,3,0,98,0.948979592,65,0.984848485,1,0.333333333,11,8,2,0,2,0,0
1,0,0,45,3,0,3,0,0,0,76,0.828947368,41,0.953488372,0,0,10,9,2,0,2,0,0
3,0,0,51,6,4,5,3,0,0,87,0.885057471,51,0.944444444,0,0,9,6,0,1,4,1,0
3,0,0,50,4,3,2,1,2,2,78,0.923076923,55,0.982142857,1,0.25,14,10,1,0,4,0,1
3,0,0,54,4,1,2,1,2,0,88,0.920454545,56,0.965517241,1,0.25,9,7,2,0,3,0,0
3,0,0,52,4,2,3,2,1,0,83,0.915662651,60,0.967741935,1,0.25,7,6,2,0,3,0,0
3,0,0,52,5,3,4,3,1,0,102,0.911764706,75,0.986842105,3,0.375,6,6,3,0,5,0,0
0,0,0,53,6,0,5,0,1,0,87,0.885057471,58,0.935483871,2,0.285714286,18,15,2,0,2,0,0
3,0,0,49,2,1,2,1,0,0,83,0.903614458,59,0.967213115,0,0,11,7,0,0,1,0,0
3,0,0,50,2,2,1,1,0,0,99,0.919191919,71,0.959459459,0,0,6,6,0,1,2,1,0
3,0,0,53,3,2,2,2,1,0,101,0.910891089,70,0.945945946,0,0,11,6,0,0,3,0,0
1,0,0,47,5,0,4,0,1,0,82,0.963414634,51,1,4,1,19,14,0,0,1,0,0
3,0,0,56,5,3,4,3,1,0,105,0.933333333,69,0.985714286,2,0.333333333,14,9,0,0,5,0,0
3,0,0,50,3,2,1,1,2,1,76,0.934210526,58,1,1,0.25,12,8,0,0,2,0,0
3,0,0,54,4,1,3,1,1,0,97,0.93814433,64,0.941176471,1,0.333333333,6,6,1,0,4,0,0
0,0,0,53,4,1,2,0,2,1,92,0.923913043,56,0.918032787,2,0.666666667,4,3,0,0,3,0,1
3,0,0,49,4,2,2,1,2,1,96,0.947916667,70,1,1,0.333333333,9,7,2,0,3,0,0
1,0,0,51,8,1,7,1,1,0,104,0.942307692,76,0.987012987,4,0.666666667,9,9,3,0,4,0,0
3,0,0,48,5,2,4,1,1,1,79,0.835443038,49,0.924528302,1,0.2,10,7,2,0,2,0,0
0,0,0,50,0,0,0,0,0,0,85,0.929411765,60,0.983606557,0,0,15,13,0,0,0,0,0
0,0,0,56,4,1,3,0,1,1,111,0.936936937,82,0.987951807,3,0.428571429,8,5,0,0,1,0,1
0,0,0,57,3,1,3,1,0,0,113,0.92920354,83,0.976470588,0,0,10,7,3,0,2,0,0
0,0,0,45,6,1,5,0,1,1,92,0.902173913,66,0.985074627,2,0.333333333,4,4,4,0,4,0,0
1,0,0,51,3,1,3,1,0,0,93,0.935483871,58,0.983050847,2,0.4,7,3,1,0,2,0,0
3,0,0,60,12,4,9,4,3,0,118,0.923728814,69,0.971830986,3,0.5,6,2,4,0,8,0,0
3,0,0,57,7,3,1,2,4,1,111,0.954954955,76,0.962025316,1,0.333333333,5,4,2,0,6,0,0
1,0,0,49,3,1,3,1,0,0,87,0.91954023,64,0.955223881,1,0.25,8,7,0,0,3,0,0
1,0,0,52,4,3,3,2,0,0,94,0.946808511,67,1,1,0.5,12,8,1,1,4,1,0
0,0,0,48,3,0,2,0,1,0,97,0.917525773,63,0.969230769,0,0,7,6,0,0,0,0,0
3,0,1,46,3,3,2,2,1,1,85,0.917647059,62,0.96875,1,0.25,12,10,0,0,3,0,0
0,0,0,52,2,0,2,0,0,0,96,0.947916667,75,1,3,0.5,11,9,1,0,0,0,0
3,0,0,41,6,4,5,3,1,1,76,0.921052632,51,0.980769231,2,0.4,7,6,1,0,5,0,0
1,0,1,41,5,2,5,2,0,0,78,0.961538462,44,0.977777778,2,0.666666667,13,9,1,0,4,0,0
0,0,0,49,3,1,2,1,1,0,79,0.886075949,51,0.980769231,2,0.4,7,4,0,0,1,0,0
3,0,0,48,4,1,2,0,2,1,97,0.917525773,68,0.971428571,0,0,9,8,2,0,2,0,0
0,0,0,51,4,2,2,2,2,0,118,0.949152542,91,0.989130435,2,0.5,10,7,0,0,2,0,0
1,0,0,48,5,1,3,1,2,0,94,0.925531915,59,0.983333333,1,0.2,6,4,3,0,3,0,0
0,0,0,52,4,0,1,0,3,0,97,0.886597938,67,0.971014493,2,0.25,7,4,1,0,2,0,0
3,0,0,49,4,2,3,1,1,1,88,0.977272727,62,0.984126984,2,0.666666667,10,7,1,0,4,0,0
3,0,0,43,3,1,3,1,0,0,75,0.96,54,1,1,0.25,16,12,0,0,2,0,0
0,0,0,45,2,1,1,1,1,0,112,0.964285714,76,1,0,0,8,6,1,0,1,0,0
3,0,0,54,4,2,4,2,0,0,104,0.942307692,67,0.957142857,1,0.5,8,7,1,0,2,0,0
3,0,0,54,6,3,4,2,0,0,94,0.936170213,61,0.983870968,3,0.5,9,7,1,1,5,1,0
1,0,0,45,3,1,1,1,2,0,85,0.941176471,61,1,1,1,17,12,0,0,1,0,0
1,0,0,56,7,1,5,1,2,0,118,0.949152542,86,1,2,0.333333333,7,5,4,0,5,0,0
0,0,0,50,1,0,0,0,1,0,95,0.926315789,71,0.986111111,2,1,7,6,0,0,1,0,0
0,0,0,56,4,1,1,0,3,1,109,0.889908257,74,0.948717949,2,0.4,10,7,3,0,2,0,0
0,0,0,49,2,1,1,1,1,0,83,0.963855422,65,1,0,0,6,5,0,0,1,0,0
3,0,0,52,11,4,7,2,4,2,105,0.942857143,68,0.971428571,1,0.333333333,10,10,2,0,9,0,0
3,0,0,54,5,3,5,3,0,0,107,0.953271028,81,0.952941176,2,1,12,10,0,0,4,0,1
1,0,0,56,5,1,2,1,3,0,104,0.951923077,82,0.976190476,3,0.6,6,5,2,0,2,0,0
0,0,0,44,2,1,2,1,0,0,116,0.905172414,83,0.976470588,1,0.25,10,8,1,0,2,0,0
0,0,0,52,4,0,3,0,1,0,101,0.95049505,76,0.987012987,0,0,10,10,1,0,3,0,0
0,0,1,42,2,1,2,1,0,0,114,0.894736842,78,0.951219512,0,0,10,7,0,0,1,0,0
3,0,0,48,6,3,2,1,4,2,100,0.94,76,1,0,0,9,7,2,0,5,0,0
3,0,0,53,5,3,4,3,1,0,91,0.945054945,65,0.984848485,1,0.333333333,7,5,1,0,3,0,0
0,0,0,52,2,0,2,0,0,0,101,0.940594059,69,0.958333333,0,0,8,7,1,0,2,0,0
0,0,0,56,4,0,3,0,1,0,125,0.928,91,0.968085106,3,0.6,7,6,0,0,3,0,0
3,0,0,51,6,2,4,2,2,0,105,0.904761905,74,0.986666667,1,0.2,11,8,1,0,3,0,0
0,0,0,57,2,2,1,1,1,1,118,0.898305085,86,0.955555556,0,0,11,6,2,0,2,0,0
3,0,0,47,5,4,4,3,1,1,81,0.950617284,49,0.960784314,2,0.5,12,12,1,0,5,0,0
3,0,0,59,2,2,2,2,0,0,114,0.921052632,81,0.975903614,3,0.375,10,7,3,0,2,0,0
3,0,0,51,5,2,4,2,1,0,109,0.926605505,73,0.986486486,3,0.5,12,9,2,0,4,0,0
3,0,0,61,7,3,4,2,3,1,98,0.93877551,72,0.972972973,2,0.5,10,6,1,0,4,0,0
1,0,0,54,3,1,1,1,2,0,97,0.927835052,62,0.96875,2,0.5,12,10,0,0,2,0,1
3,0,0,53,3,1,2,1,1,0,117,0.948717949,85,0.95505618,2,1,12,9,0,0,2,0,0
1,0,0,52,4,2,1,1,3,1,113,0.946902655,86,0.988505747,2,0.5,3,1,1,0,2,0,0
3,0,0,53,10,3,8,3,2,0,85,0.917647059,52,1,3,0.375,7,6,5,0,8,0,0
1,0,0,60,4,0,1,0,3,0,122,0.926229508,90,0.947368421,0,0,10,6,3,0,3,0,0
1,0,1,54,3,1,1,1,2,0,122,0.93442623,92,0.978723404,2,0.333333333,12,6,1,0,2,0,0
0,0,0,40,2,1,2,1,0,0,71,0.901408451,45,0.97826087,1,0.2,14,12,1,0,2,0,0
0,0,0,56,8,1,7,0,1,1,112,0.946428571,80,0.987654321,1,0.5,8,7,1,0,5,0,0
1,0,0,49,4,1,3,1,1,0,92,0.934782609,58,0.966666667,4,0.666666667,12,7,2,0,2,0,0
3,0,0,47,9,2,6,1,3,1,116,0.931034483,80,0.963855422,4,0.666666667,14,11,2,0,5,0,0
3,0,0,53,6,1,3,0,3,1,135,0.933333333,98,1,1,0.2,14,10,1,0,3,0,0
0,0,0,53,5,1,4,0,1,1,160,0.95625,122,0.983870968,2,0.4,12,11,2,0,3,0,0
0,0,0,44,4,0,2,0,2,0,76,0.881578947,45,0.9375,2,0.333333333,9,9,2,0,1,0,0
0,0,0,59,3,1,2,1,1,0,120,0.95,90,0.97826087,1,0.333333333,5,5,0,0,1,0,1
0,0,1,53,2,1,1,1,1,0,114,0.929824561,84,0.976744186,2,0.333333333,11,9,0,0,1,0,0
0,0,0,56,8,0,8,0,0,0,109,0.908256881,74,0.973684211,3,0.375,5,4,4,0,5,0,0
3,0,0,49,4,2,2,2,1,0,93,0.903225806,71,0.946666667,4,0.8,9,8,0,0,3,0,0
3,0,0,46,6,1,3,0,3,1,92,0.923913043,57,0.982758621,3,0.75,11,7,1,0,3,0,0
0,0,0,53,2,2,2,2,0,0,98,0.93877551,66,0.985074627,4,0.8,9,7,0,0,2,0,0
3,0,0,53,3,1,2,1,1,0,102,0.931372549,70,0.95890411,3,0.5,11,8,1,0,2,0,0
0,0,0,54,9,1,9,1,0,0,161,0.950310559,115,0.99137931,1,0.25,14,11,3,0,6,0,0
0,0,0,56,4,1,3,1,1,0,115,0.939130435,89,0.978021978,0,0,8,6,1,0,3,0,0
3,0,0,46,5,3,4,2,1,1,94,0.957446809,60,1,0,0,10,4,1,0,5,0,0
3,0,0,50,5,2,4,2,1,0,113,0.876106195,78,0.951219512,1,0.111111111,12,10,1,0,4,0,0
3,0,1,51,9,1,7,1,2,0,97,0.896907216,71,0.986111111,4,0.5,12,9,3,0,5,0,0
0,0,1,47,4,1,3,1,1,0,123,0.894308943,82,0.953488372,5,0.833333333,14,11,2,0,2,0,0
0,0,1,49,4,2,0,0,4,2,100,0.93,72,1,0,0,8,5,1,0,4,0,0
3,0,0,47,5,2,4,2,1,0,120,0.941666667,89,0.988888889,1,0.25,12,10,1,0,4,0,0
0,0,0,51,7,2,7,2,0,0,130,0.923076923,84,0.988235294,3,0.375,13,9,1,0,4,0,0
3,0,1,51,2,2,0,0,2,2,107,0.925233645,75,0.974025974,1,0.333333333,6,5,0,0,2,0,0
0,0,0,54,6,2,6,2,0,0,146,0.97260274,102,1,6,0.666666667,17,15,1,0,5,0,0
0,0,0,57,4,0,4,0,0,0,109,0.926605505,74,0.948717949,1,0.25,6,5,1,0,2,0,0
0,0,0,44,1,1,1,1,0,0,95,0.915789474,70,0.95890411,0,0,7,7,0,0,1,0,0
3,0,1,53,3,2,1,1,1,1,96,0.9375,63,1,2,0.5,13,7,0,0,2,0,0
3,0,0,50,7,2,5,1,2,1,86,0.918604651,56,0.965517241,0,0,12,9,2,0,5,0,0
3,0,1,49,5,2,4,1,1,1,94,0.904255319,65,0.955882353,3,0.375,13,11,2,0,4,0,0
1,0,0,46,6,2,6,2,0,0,95,0.915789474,60,1,3,0.5,5,5,1,0,4,0,0
3,0,0,50,8,1,6,1,2,0,81,0.901234568,51,0.962264151,4,0.5,16,13,3,0,6,0,0
3,0,0,43,8,3,6,2,1,1,71,0.901408451,49,0.960784314,4,0.5,11,8,3,0,7,0,0
1,0,0,55,5,1,5,1,0,0,98,0.93877551,71,1,2,0.285714286,7,5,1,0,4,0,0
3,0,0,48,4,1,3,1,1,0,106,0.91509434,76,0.95,2,0.333333333,11,6,2,0,2,0,0
3,0,0,47,5,3,3,2,1,0,84,0.916666667,54,0.964285714,0,0,9,8,2,1,3,1,0
0,0,1,49,2,1,1,1,1,0,99,0.929292929,71,0.959459459,1,1,6,5,1,0,1,0,0
0,0,0,47,2,2,1,1,1,1,87,0.942528736,60,1,1,0.333333333,15,13,0,0,2,0,0
3,0,0,54,6,2,3,1,3,1,112,0.964285714,85,0.965909091,5,1,3,2,2,0,4,0,0
3,0,0,59,9,3,7,3,2,0,162,0.944444444,106,0.981481481,2,0.25,10,5,5,0,7,0,0
0,0,0,56,3,0,3,0,0,0,147,0.891156463,89,0.956989247,7,0.538461538,18,14,2,0,2,0,0
3,0,0,52,9,2,5,2,3,0,141,0.943262411,98,0.98,2,0.4,14,9,2,1,7,0,0
3,0,0,50,4,1,3,0,1,1,90,0.933333333,63,0.984375,1,0.25,5,5,1,0,2,0,0
3,0,0,53,6,2,5,1,1,1,103,0.932038835,76,1,1,0.2,8,6,2,0,3,0,0
3,0,0,53,12,3,12,3,0,0,161,0.937888199,120,0.975609756,2,0.5,8,5,2,0,7,0,0
0,0,0,47,6,1,5,1,1,0,86,0.872093023,51,0.944444444,2,0.285714286,7,5,3,0,6,0,0
3,0,0,51,8,2,6,1,2,1,88,0.897727273,62,0.939393939,0,0,16,14,1,0,3,0,0
3,0,0,48,2,1,2,1,0,0,97,0.93814433,63,0.969230769,1,0.333333333,10,7,1,0,2,0,0
0,0,0,48,6,1,5,0,1,1,96,0.927083333,67,0.971014493,3,0.5,11,9,3,0,4,0,0
0,0,0,48,2,0,2,0,0,0,107,0.906542056,71,0.946666667,3,0.6,11,8,0,0,2,0,0
0,0,1,44,3,1,3,1,0,0,76,0.881578947,47,1,1,0.25,10,8,0,0,2,0,0
3,0,1,54,10,1,9,1,1,0,156,0.935897436,110,1,2,0.333333333,16,13,4,0,8,0,0
0,0,0,45,2,2,2,2,0,0,98,0.93877551,66,0.970588235,2,0.5,7,5,0,0,2,0,0
0,0,0,49,4,2,2,1,2,1,107,0.943925234,83,1,1,0.25,3,2,1,0,4,0,0
3,0,0,68,8,3,7,3,1,0,133,0.939849624,100,0.970873786,0,0,4,3,2,0,6,0,0
0,0,0,54,3,0,2,0,1,0,114,0.894736842,79,0.975308642,4,0.333333333,8,5,3,0,1,0,0
0,0,1,52,9,3,8,2,1,1,112,0.928571429,72,0.98630137,6,0.6,9,6,2,0,8,0,0
0,0,0,43,4,0,4,0,0,0,90,0.866666667,62,0.953846154,0,0,12,5,1,0,3,0,0
1,0,0,53,5,3,4,2,1,1,122,0.942622951,93,0.96875,3,0.75,11,9,0,0,4,0,0
0,0,0,46,3,1,3,1,0,0,90,0.922222222,56,0.965517241,1,0.25,8,5,1,0,2,0,0
0,0,0,51,7,0,5,0,2,0,95,0.947368421,67,1,4,0.666666667,8,7,3,0,5,0,0
