matchResult,foul,injury,redCards,yellowCards,dribble,cornerKick,possession,shootTotal,effectiveShootTotal,ownGoal,goalTotal,goalSuccessRate,shootHeading,goalHeading,shootFreekick,goalFreekick,shootInPenalty,goalInPenalty,shootOutPenalty,goalOutPenalty,shootPenaltyKick,goalPenaltyKick,passSuccessRate,shortpassSuccessRate,longPassSuccessRate,bouncingLobPassSuccessRate,drivenGroundPassSuccessRate,throughPassSuccessRate,lobbedThroughPassSuccessRate,blockSuccessRate,tackleSuccessRate,shootSetPiece,shootPenaltyKick,effectiveShootTotal,goalPenaltyKick,ownGoal
0,2,0,0,1,68,1,51,5,4,0,0,0,0,0,0,0,3,0,2,0,0,0,0.930693069,0.975,0,0,1,0.9,1,0.125,0.666666667,1,0,4,0,0
3,0,0,0,0,59,1,50,4,4,0,1,0.25,1,0,0,0,3,1,1,0,0,0,0.898989899,0.96,0.5,0,0.857142857,0.777777778,0,0,0.8,1,0,4,0,0
3,0,1,0,0,67,0,50,3,3,0,3,1,0,0,0,0,2,2,1,1,0,0,0.956989247,1,0.5,0,0.75,0.909090909,0,0,0.857142857,0,0,3,0,0
0,1,0,0,0,53,4,43,5,5,0,0,0,1,0,2,0,2,0,3,0,0,0,0.881578947,0.982142857,0.166666667,0,1,0.75,0,0.25,0.888888889,6,0,5,0,0
0,1,0,0,1,52,2,44,3,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0.914285714,1,0,0,1,1,0,0,0.75,2,0,2,0,0
1,0,0,0,0,69,2,49,8,6,0,0,0,3,0,0,0,8,0,0,0,0,0,0.950980392,0.971830986,0.8,0,1,0.833333333,1,0.076923077,0.5,2,0,6,0,0
1,0,0,0,0,59,0,52,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0.93877551,0.960526316,1,1,1,0.8125,1,0.25,0.857142857,0,0,1,0,0
1,0,0,0,0,64,4,53,5,4,0,1,0.2,0,0,0,0,3,0,2,1,0,0,0.943925234,0.985915493,0.333333333,1,0.941176471,1,1,0.1,0.714285714,4,0,4,0,0
0,0,0,0,0,60,3,48,4,3,0,0,0,0,0,1,0,3,0,1,0,0,0,0.911111111,0.983606557,0.2,1,1,0.75,0,0,0.538461538,4,0,3,0,0
3,1,0,0,0,90,1,53,3,3,0,1,0.333333333,0,0,0,0,2,1,1,0,0,0,0.936619718,0.971698113,0.333333333,0,1,0.888888889,0,0,0.8,1,0,3,0,0
0,4,0,0,0,76,2,47,8,7,0,2,0.25,1,0,0,0,4,1,4,1,0,0,0.954887218,0.99,0.5,0,1,0.9375,0,0.166666667,0.666666667,2,0,7,0,0
0,3,0,0,2,72,0,50,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.95412844,0.9875,0.5,0,0.928571429,1,0,0.111111111,0.5,0,0,1,0,0
3,0,1,0,0,57,2,52,7,7,0,3,0.428571429,1,0,0,0,4,2,2,1,0,0,0.950617284,1,0.5,0,1,0.875,1,0,0.833333333,2,0,7,0,0
3,0,0,0,0,71,3,51,11,10,0,4,0.363636364,1,1,0,0,8,2,3,2,0,0,0.917910448,0.989361702,0.4,0,1,0.833333333,1,0.125,0.875,3,0,10,0,0
3,1,0,0,0,56,1,45,3,1,0,1,0.333333333,1,0,0,0,3,1,0,0,0,0,0.904761905,0.933333333,0.666666667,0,0.818181818,0.9,0,0,0.909090909,1,0,1,0,0
3,1,0,0,1,67,0,53,6,5,0,4,0.666666667,0,0,0,0,4,2,1,1,1,1,0.955752212,0.987804878,1,0,0.909090909,0.882352941,0,0,0.714285714,0,1,5,1,0
3,1,0,0,0,59,2,50,6,5,0,1,0.166666667,0,0,0,0,5,1,1,0,0,0,0.933333333,0.97260274,0.6,0,0.5,1,0,0,0.777777778,2,0,5,0,0
0,0,0,0,0,84,2,52,3,3,0,1,0.333333333,0,0,0,0,3,1,0,0,0,0,0.910344828,0.959183673,0.4,0,0.9375,0.904761905,0,0,0.8,2,0,3,0,0
3,0,0,0,0,57,1,47,4,3,0,2,0.5,0,0,0,0,2,1,2,1,0,0,0.904255319,0.96875,0.25,0,1,0.8125,0,0,0.866666667,1,0,3,0,0
3,1,0,0,1,41,1,43,7,4,0,3,0.428571429,0,0,2,0,4,2,3,1,0,0,0.945945946,0.956521739,0.6,0,1,1,1,0.111111111,0.636363636,3,0,4,0,0
0,3,0,0,1,59,0,54,4,3,0,1,0.25,2,0,0,0,3,1,1,0,0,0,0.953271028,0.964705882,0.833333333,0,1,0.909090909,0,0.166666667,0.875,0,0,3,0,0
3,1,1,0,0,54,1,51,5,4,0,3,0.6,0,0,0,0,4,2,0,0,1,1,0.913978495,0.982758621,0.5,0,0.9,0.85,0,0.090909091,0.666666667,1,1,4,1,0
3,1,0,0,0,66,4,55,9,5,0,2,0.222222222,1,0,0,0,5,0,4,2,0,0,0.923076923,0.962025316,0.5,0,0.857142857,0.916666667,1,0,0.7,4,0,5,0,0
0,0,0,0,0,54,2,50,3,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0.892473118,1,0.333333333,0,0.909090909,0.714285714,0,0,0.571428571,2,0,1,0,0
0,2,0,0,1,81,2,49,4,3,0,0,0,1,0,0,0,4,0,0,0,0,0,0.890625,0.966666667,0.555555556,0,1,0.7,0,0,0.916666667,2,0,3,0,0
3,2,0,0,0,64,1,51,4,4,0,2,0.5,0,0,0,0,2,1,2,1,0,0,0.966666667,0.983333333,0.6,1,1,1,0,0.142857143,0.769230769,1,0,4,0,0
0,1,0,0,1,65,3,55,4,3,0,0,0,2,0,0,0,4,0,0,0,0,0,0.921568627,0.971428571,0.285714286,1,1,0.916666667,0,0.25,0.8,3,0,3,0,0
0,2,1,0,0,43,0,44,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0.923076923,0.982758621,0.666666667,0,0.857142857,0.7,0,0.272727273,0.428571429,0,0,1,0,0
3,0,0,0,0,66,2,49,2,1,0,1,0.5,0,0,0,0,2,1,0,0,0,0,0.936170213,0.985294118,0.8,0,1,0.733333333,0,0,0.8,2,0,1,0,0
3,3,0,0,0,70,2,49,6,6,0,3,0.5,0,0,0,0,4,2,2,1,0,0,0.958762887,0.986486486,0.5,0,1,0.923076923,0,0.25,0.8,2,0,6,0,0
0,1,0,0,0,57,2,44,3,3,0,1,0.333333333,0,0,0,0,3,1,0,0,0,0,0.905882353,0.944444444,0.166666667,1,1,1,0,0.125,0.888888889,2,0,3,0,0
3,1,1,0,0,56,2,50,6,4,0,2,0.333333333,2,0,0,0,5,1,1,1,0,0,0.875,0.948275862,0.444444444,0,1,0.818181818,0,0.25,0.833333333,2,0,4,0,0
3,1,0,0,0,66,2,50,6,6,0,3,0.5,1,0,0,0,4,3,1,0,0,0,0.957446809,1,0.5,0,1,0.888888889,1,0.333333333,0.666666667,2,0,6,0,0
0,1,0,0,0,61,2,50,3,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0.918181818,0.986666667,0.166666667,0,0.916666667,0.882352941,0,0.125,0.428571429,2,0,2,0,0
3,1,1,0,0,88,1,52,5,3,0,2,0.4,0,0,0,0,4,1,0,0,1,1,0.96,0.979381443,0.5,0,1,0.923076923,0,0,0.941176471,1,1,3,1,0
0,0,0,0,0,50,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842105263,0.959183673,0.3,0,1,0.8,0,0.111111111,0.666666667,0,0,0,0,0
3,0,0,0,0,58,3,45,4,3,0,1,0.25,1,1,0,0,3,1,1,0,0,0,0.8875,0.959183673,0.2,1,0.933333333,0.8,0,0.2,0.7,3,0,3,0,0
3,0,1,0,0,56,0,46,2,2,0,2,1,0,0,0,0,2,2,0,0,0,0,0.935483871,0.970149254,1,0,0.846153846,0.818181818,1,0,0.777777778,0,0,2,0,0
0,3,0,0,2,55,3,53,7,5,0,0,0,4,0,0,0,5,0,2,0,0,0,0.916666667,0.956521739,0.666666667,0,1,0.777777778,1,0,0.7,3,0,5,0,0
3,1,0,0,1,65,0,50,4,3,0,2,0.5,0,0,0,0,2,1,2,1,0,0,0.941747573,0.976190476,1,0,1,0.555555556,0,0,0.5,0,0,3,0,0
3,0,0,0,0,72,2,55,6,4,0,3,0.5,0,0,0,0,5,3,1,0,0,0,0.909090909,0.970588235,0.2,1,0.909090909,0.857142857,0,0,0.777777778,2,0,4,0,0
3,2,0,0,0,44,0,42,4,3,0,3,0.75,1,1,0,0,4,3,0,0,0,0,0.939393939,0.976744186,0.833333333,0,1,0.8,0,0,0.5,0,0,3,0,0
0,0,1,0,0,72,2,52,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0.907407407,0.9375,0.25,1,1,0.916666667,0,0.166666667,0.777777778,2,0,2,0,0
0,1,0,0,0,73,1,48,7,5,0,1,0.142857143,1,0,0,0,4,0,2,1,0,0,0.883333333,0.964705882,0.333333333,0,0.9,0.916666667,0,0,0.9,1,0,5,0,0
0,0,0,0,0,82,0,56,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0.956896552,0.988888889,0,0,1,0.9,0,0,1,0,0,2,0,0
0,1,1,0,0,60,2,49,9,5,0,1,0.111111111,2,0,0,0,6,1,3,0,0,0,0.943181818,0.983333333,0.666666667,0,0.9,0.866666667,0,0,0.888888889,2,0,5,0,0
3,0,0,0,0,76,1,55,6,5,0,4,0.666666667,1,0,0,0,5,3,1,1,0,0,0.9296875,1,0,0,0.941176471,0.789473684,1,0,1,1,0,5,0,0
3,2,0,0,0,76,1,45,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.887931034,0.948717949,0.5,0,0.733333333,0.882352941,0,0.2,0.75,1,0,1,0,0
3,0,0,0,0,77,2,52,6,5,0,3,0.5,0,0,0,0,5,2,0,0,1,1,0.934579439,1,0.571428571,0,0.909090909,0.818181818,1,0,0.7,2,1,5,1,0
0,1,0,0,0,56,2,51,3,2,0,1,0.333333333,0,0,0,0,3,1,0,0,0,0,0.900990099,0.935897436,0,1,1,0.909090909,0,0,0.857142857,2,0,2,0,0
0,1,0,0,0,55,1,42,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.904761905,0.942857143,0,0,1,0.8,0,0,0.75,1,0,0,0,0
0,1,0,0,0,49,1,50,2,2,0,1,0.5,0,0,0,0,2,1,0,0,0,0,0.944444444,0.970149254,0.8,0,1,0.888888889,0,0,0.857142857,1,0,2,0,0
3,0,1,0,0,73,0,53,4,4,0,3,0.75,0,0,0,0,4,3,0,0,0,0,0.927272727,0.974683544,0.2,0,1,0.875,0,0,0.785714286,0,0,4,0,0
0,2,0,0,0,77,1,48,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.90990991,0.962025316,0.25,0,0.909090909,0.875,0,0.1,0.642857143,1,0,1,0,0
3,1,0,0,0,32,0,36,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0.947368421,0.973684211,0.666666667,0,1,0.9,1,0,0.571428571,0,0,1,0,0
3,0,0,0,0,62,2,52,3,2,0,2,0.666666667,0,0,0,0,2,2,1,0,0,0,0.941747573,0.95890411,0.666666667,0,1,0.944444444,0,0.2,0.727272727,2,0,2,0,0
3,2,0,0,0,71,1,57,6,5,0,3,0.5,0,0,0,0,5,2,1,1,0,0,0.939655172,1,1,0.333333333,0.846153846,0.818181818,1,0,0.75,1,0,5,0,0
0,1,0,0,0,43,0,40,5,4,0,1,0.2,0,0,0,0,3,0,1,1,0,0,0.892307692,0.97826087,0.333333333,0,1,0.875,0,0,0.6,0,0,4,0,0
0,0,0,0,0,86,3,50,3,2,0,2,0.666666667,0,0,0,0,3,2,0,0,0,0,0.867647059,0.952941176,0.363636364,0,0.894736842,0.833333333,1,0.090909091,0.625,3,0,2,0,0
0,0,1,0,0,67,1,54,3,1,0,1,0.333333333,0,0,0,0,3,1,0,0,0,0,0.95049505,0.987012987,0.25,0,0.888888889,1,1,0.076923077,0.5,1,0,1,0,0
0,0,0,0,0,68,3,54,6,5,0,1,0.166666667,2,0,1,0,2,0,3,1,1,0,0.925925926,1,0.5,0,0.875,0.818181818,0,0,0.833333333,4,1,5,0,0
3,1,1,0,0,48,1,44,8,5,0,2,0.25,1,1,1,0,5,2,3,0,0,0,0.93220339,1,0.6,0,0.833333333,0.857142857,1,0.142857143,0.727272727,2,0,5,0,0
0,1,0,0,0,61,1,44,4,3,0,1,0.25,1,0,0,0,3,0,1,1,0,0,0.932432432,0.958333333,0.5,0,0.857142857,1,0,0.285714286,0.857142857,1,0,3,0,0
0,0,0,0,0,55,0,46,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.927835052,0.936708861,1,0,0.888888889,0.875,0,0,0.7,0,0,0,0,0
0,1,0,0,0,62,2,52,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.913461538,0.985915493,0.2,0,1,0.842105263,0,0.333333333,0.454545455,2,0,0,0,0
0,0,1,0,0,54,0,44,3,3,0,1,0.333333333,0,0,0,0,3,1,0,0,0,0,0.964285714,0.981481481,0,0,1,0.9375,0,0.2,0.857142857,0,0,3,0,0
3,0,0,0,0,49,0,44,6,4,0,3,0.5,0,0,0,0,5,3,1,0,0,0,0.94047619,0.983870968,1,0,1,0.727272727,0,0,1,0,0,4,0,0
3,2,0,0,0,65,1,53,7,5,0,2,0.285714286,0,0,0,0,4,2,3,0,0,0,0.968421053,1,0.75,0.5,1,0.888888889,0,0.5,0.545454545,1,0,5,0,0
0,0,0,0,0,69,1,49,4,4,0,2,0.5,0,0,0,0,3,1,1,1,0,0,0.9375,0.988372093,0.4,0,0.875,0.846153846,0,0,0.714285714,1,0,4,0,0
3,0,0,0,0,79,2,53,8,5,0,2,0.25,0,0,0,0,4,1,4,1,0,0,0.951923077,0.986111111,0.75,0,1,0.882352941,1,0,0.7,2,0,5,0,0
0,0,0,0,0,43,1,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.909090909,0.975,0.555555556,1,1,0.875,1,0,1,1,0,0,0,0
3,0,0,0,0,50,1,48,6,2,0,1,0.166666667,0,0,0,0,3,0,3,1,0,0,0.90625,0.984848485,0.142857143,0,1,0.933333333,0,0.166666667,0.818181818,1,0,2,0,0
3,0,0,0,0,102,0,54,5,4,0,3,0.6,0,0,1,1,3,2,2,1,0,0,0.961290323,0.983606557,0,0,1,1,0,0,0.923076923,1,0,4,0,0
3,0,1,0,0,70,0,53,3,3,0,2,0.666666667,0,0,0,0,2,2,1,0,0,0,0.947368421,0.988636364,0,0,0.923076923,0.888888889,0.5,0,1,0,0,3,0,0
3,1,0,0,1,57,1,50,5,4,0,3,0.6,0,0,0,0,4,2,1,1,0,0,0.945652174,0.984615385,0.666666667,0,1,0.888888889,0,0.222222222,0.666666667,1,0,4,0,0
0,1,0,0,0,58,1,44,4,4,0,0,0,0,0,1,0,3,0,1,0,0,0,0.934065934,0.938461538,0.75,1,1,0.9,0,0,0.833333333,2,0,4,0,0
0,1,0,0,1,65,2,55,4,1,0,1,0.25,0,0,0,0,2,1,2,0,0,0,0.931034483,0.988235294,0.375,0,0.875,0.933333333,0,0.166666667,0.714285714,2,0,1,0,0
0,0,0,0,0,58,1,53,3,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0.943925234,0.965517241,0.666666667,0,1,0.875,0,0,0.857142857,1,0,1,0,0
3,2,0,0,0,64,0,52,6,5,0,3,0.5,1,0,0,0,6,3,0,0,0,0,0.9,0.985714286,0.333333333,0,0.888888889,0.705882353,0,0,0.666666667,0,0,5,0,0
0,1,0,0,0,64,1,52,4,3,0,1,0.25,0,0,0,0,3,0,1,1,0,0,0.967741935,1,0.5,0,1,1,0,0,0.888888889,1,0,3,0,0
3,1,0,0,0,57,3,44,9,9,0,3,0.333333333,2,0,0,0,8,2,1,1,0,0,0.942528736,1,0.75,0,0.9,0.857142857,0,0,0.777777778,3,0,9,0,0
0,2,0,0,1,65,2,48,3,2,0,0,0,2,0,0,0,2,0,1,0,0,0,0.929292929,0.957746479,0.4,1,1,1,0,0,0.529411765,2,0,2,0,0
3,0,0,0,0,78,1,53,5,3,0,2,0.4,0,0,0,0,4,1,0,0,1,1,0.914529915,1,0.4,0,0.9,0.777777778,0,0,0.75,1,1,3,1,0
0,0,0,0,0,51,0,45,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.902777778,0.944444444,0.333333333,0,1,0.777777778,0,0.25,0.941176471,0,0,0,0,0
0,1,0,0,0,65,4,54,10,4,0,0,0,1,0,0,0,9,0,1,0,0,0,0.918918919,0.951219512,0.4,0,1,0.923076923,0,0.666666667,0.818181818,4,0,4,0,0
0,1,0,0,0,61,1,47,3,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0.914634146,0.96,0.75,0,1,0.842105263,0,0.2,0.733333333,1,0,3,0,0
0,0,0,0,0,78,2,61,4,4,0,2,0.5,0,0,0,0,2,1,2,1,0,0,0.939849624,0.971153846,0.333333333,0,1,0.916666667,0,0,1,2,0,4,0,0
3,1,0,0,0,69,1,52,3,2,0,2,0.666666667,0,0,0,0,1,1,2,1,0,0,0.920792079,0.971830986,0,0,1,0.8125,1,0,0.625,1,0,2,0,0
0,1,0,0,0,105,5,55,9,8,0,1,0.111111111,5,0,0,0,6,0,3,1,0,0,0.91503268,0.980952381,0.555555556,0,0.95,0.705882353,1,0.333333333,0.789473684,5,0,8,0,0
3,1,1,0,1,53,1,48,7,6,0,2,0.285714286,1,0,0,0,6,2,1,0,0,0,0.91025641,0.960784314,0.75,1,1,0.777777778,0.5,0,0.818181818,1,0,6,0,0
0,2,0,0,0,45,0,46,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0.92,0.941176471,0.75,0,1,0.857142857,0,0.125,0.555555556,0,0,1,0,0
3,0,0,0,0,81,0,43,5,2,0,1,0.2,0,0,0,0,4,0,1,1,0,0,0.897435897,0.945945946,0.4,0,0.95,0.823529412,0,0.25,0.777777778,0,0,2,0,0
0,0,0,0,0,74,3,50,10,8,0,1,0.1,2,0,0,0,6,0,4,1,0,0,0.896907216,0.967741935,0.363636364,1,1,0.916666667,0,0,0.666666667,3,0,8,0,0
0,1,0,0,1,68,1,51,4,3,0,1,0.25,0,0,0,0,3,1,1,0,0,0,0.936170213,0.983870968,0.666666667,0,1,0.928571429,0,0,0.714285714,1,0,3,0,0
0,2,0,0,1,67,3,52,4,3,0,2,0.5,0,0,0,0,2,2,1,0,0,0,0.924528302,1,0.2,0,0.909090909,0.8,1,0,0.6875,3,0,3,0,0
0,1,1,0,0,67,1,54,4,4,0,1,0.25,0,0,0,0,2,0,2,1,0,0,0.927927928,0.96,0.166666667,0,1,1,1,0,0.9,1,0,4,0,0
3,0,1,0,0,56,2,50,6,5,0,3,0.5,1,0,0,0,6,3,0,0,0,0,0.924050633,0.969230769,0.333333333,0,0.5,0.875,1,0.272727273,0.846153846,2,0,5,0,0
3,0,0,0,0,72,3,59,8,5,0,2,0.25,0,0,0,0,7,2,1,0,0,0,0.957627119,0.988636364,0.25,0,1,0.933333333,0,0,0.75,3,0,5,0,0
3,0,1,0,0,74,2,53,7,4,0,2,0.285714286,0,0,0,0,7,2,0,0,0,0,0.933333333,0.987012987,0.2,0,1,0.818181818,0,0.666666667,0.875,2,0,4,0,0
0,1,0,0,0,62,1,49,4,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0.936170213,0.985074627,0.5,0,1,0.842105263,0,0.125,0.5,1,0,2,0,0
3,1,0,0,1,68,0,54,6,5,0,4,0.666666667,2,2,0,0,5,3,1,1,0,0,0.932038835,0.95890411,0.8,0,0.923076923,0.833333333,0,0.333333333,0.714285714,0,0,5,0,0
3,2,0,0,0,46,1,45,6,5,0,1,0.166666667,2,0,1,0,5,1,1,0,0,0,0.864864865,1,0.142857143,1,1,0.666666667,1,0,0.727272727,2,0,5,0,0
0,1,0,0,1,64,1,54,3,1,0,1,0.333333333,1,1,0,0,3,1,0,0,0,0,0.916666667,0.987654321,0.285714286,0,0.857142857,0.888888889,0,0.1,0.818181818,1,0,1,0,0
0,0,0,0,0,56,1,49,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.919191919,0.97260274,0.6,0,1,0.769230769,1,0.333333333,0.875,1,0,1,0,0
3,0,0,0,0,84,3,58,9,7,0,3,0.333333333,2,0,0,0,9,3,0,0,0,0,0.948717949,1,0.333333333,0,0.916666667,0.933333333,0,0,0.6,3,0,7,0,0
0,0,0,0,0,87,0,52,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.931034483,0.981818182,0.285714286,0,1,0.842105263,1,0,0.8,0,0,0,0,0
0,3,0,0,1,61,4,51,6,5,0,1,0.166666667,1,1,1,0,4,1,1,0,1,0,0.888888889,0.956521739,0.166666667,0,0.9,0.923076923,0,0.2,0.75,5,1,5,0,0
0,1,1,0,0,111,5,56,6,4,0,1,0.166666667,0,0,0,0,3,0,2,0,1,1,0.925465839,0.990740741,0,0,1,0.863636364,0,0,0.5,5,1,4,1,0
0,1,0,0,0,55,1,48,5,2,0,1,0.2,1,0,0,0,3,0,2,1,0,0,0.917525773,0.983333333,0.5,0,1,0.857142857,0,0.090909091,0.875,1,0,2,0,0
3,1,0,0,0,79,1,49,10,5,0,1,0.1,0,0,1,0,7,1,3,0,0,0,0.933884298,0.9625,0.333333333,0,1,0.875,0,0,0.888888889,2,0,5,0,0
0,0,0,0,0,38,0,38,3,1,0,1,0.333333333,1,0,0,0,2,1,1,0,0,0,0.84057971,1,0.454545455,0,0.857142857,0.846153846,0,0.111111111,1,0,0,1,0,0
0,0,1,0,0,56,3,47,3,2,0,1,0.333333333,0,1,0,0,2,0,0,1,0,0,0.915789474,0.982758621,0.5,0,1,0.904761905,0,0.111111111,1,3,0,2,0,0
0,1,0,0,0,66,2,54,3,2,0,1,0.333333333,1,1,0,0,3,1,0,0,0,0,0.963636364,0.987179487,0.5,0,1,0.941176471,0,0,0.928571429,2,0,2,0,0
0,2,0,0,0,70,1,52,6,3,0,1,0.166666667,1,0,1,0,4,1,2,0,0,0,0.945945946,0.987654321,0.833333333,1,1,0.75,0,0.1,0.6,2,0,3,0,0
3,1,0,0,1,56,0,48,5,4,0,4,0.8,1,1,0,0,4,4,0,0,0,0,0.922330097,0.986111111,0.4,0,0.857142857,0.842105263,0,0,0.555555556,0,0,4,0,0
0,1,0,0,0,70,2,51,7,5,0,1,0.142857143,0,0,0,0,5,1,2,0,0,0,0.96875,0.984848485,0,1,1,1,1,0.125,0.666666667,2,0,5,0,0
3,0,0,0,0,52,1,45,3,3,0,2,0.666666667,0,0,0,0,3,2,0,0,0,0,0.917647059,1,0.2,0,0.75,0.9375,0,0,0.818181818,1,0,3,0,0
0,0,0,0,0,53,2,45,4,3,0,0,0,2,0,0,0,3,0,1,0,0,0,0.903614458,0.965517241,0.2,1,1,0.846153846,0,0.285714286,0.6,2,0,3,0,0
3,0,0,0,0,59,5,47,8,7,0,3,0.375,1,0,0,0,5,1,3,2,0,0,0.848837209,0.966101695,0.166666667,0,1,1,1,0,0.8,5,0,7,0,0
0,1,0,0,0,59,1,47,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0.926315789,0.955882353,0.2,0,1,1,0,0.2,0.916666667,1,0,1,0,0
0,0,0,0,0,61,3,48,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.853932584,0.979166667,0.25,1,0.923076923,0.866666667,0,0,0.75,3,0,1,0,0
0,1,1,0,0,65,0,57,4,1,0,1,0.25,0,0,1,0,2,1,2,0,0,0,0.924369748,0.952380952,0.333333333,1,0.875,0.933333333,0,0.25,0.727272727,1,0,1,0,0
3,0,0,0,0,65,4,52,7,3,0,1,0.142857143,0,0,1,0,5,1,2,0,0,0,0.903846154,0.984848485,0.285714286,0,1,0.888888889,0,0.166666667,0.666666667,5,0,3,0,0
3,1,0,0,0,46,1,41,6,5,0,2,0.333333333,1,0,0,0,5,2,1,0,0,0,0.907692308,0.975609756,0.555555556,0,1,0.875,0,0.4,0.727272727,1,0,5,0,0
0,0,1,0,0,45,0,46,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.923076923,0.962264151,0.666666667,0,1,0.727272727,0,0.272727273,0.875,0,0,1,0,0
1,2,0,0,0,59,0,51,5,4,0,2,0.4,0,0,0,0,4,1,1,1,0,0,0.932038835,0.987654321,0,0,0.833333333,0.785714286,0,0,1,0,0,4,0,0
1,0,0,0,0,70,1,51,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.939130435,0.989010989,0.25,0,1,0.666666667,0,0.25,0.75,1,0,1,0,0
0,1,0,0,0,60,0,45,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.921348315,0.983050847,0.4,0,0.888888889,0.933333333,0,0,0.666666667,0,0,1,0,0
3,0,0,0,0,51,2,47,6,3,0,1,0.166666667,0,0,0,0,5,1,1,0,0,0,0.920454545,0.966101695,0.4,0,0.846153846,1,1,0,0.714285714,2,0,3,0,0
3,0,0,0,0,69,5,49,8,4,0,2,0.25,2,1,0,0,7,2,1,0,0,0,0.941747573,0.985714286,0.5,0,1,0.928571429,0,0,0.714285714,5,0,4,0,0
0,0,0,0,0,46,0,38,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0.96875,0.980769231,1,0,1,0.888888889,0,0.25,0.888888889,0,0,1,0,0
3,1,0,0,0,70,3,47,5,3,0,1,0.2,2,0,0,0,5,1,0,0,0,0,0.927710843,1,0.333333333,0,1,0.866666667,0,0,0.888888889,3,0,3,0,0
0,2,0,0,0,57,3,46,5,3,1,0,0,0,0,0,0,5,0,0,0,0,0,0.938271605,0.981132075,0,0,1,1,1,0.166666667,0.777777778,3,0,3,0,1
0,2,0,0,0,61,0,46,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0.93814433,0.984126984,0.4,0,1,0.857142857,0,0.5,0.571428571,0,0,1,0,0
3,0,0,0,0,65,1,50,8,4,0,2,0.25,1,0,0,0,6,2,2,0,0,0,0.957446809,0.985294118,0.5,0.5,1,0.928571429,0,0,1,1,0,4,0,0
1,0,0,0,0,65,1,54,4,4,0,2,0.5,1,0,0,0,3,1,1,1,0,0,0.9375,1,0.166666667,0,0.9375,0.909090909,1,0.5,0.5,1,0,4,0,0
0,0,0,0,0,65,2,52,3,3,0,0,0,2,0,0,0,3,0,0,0,0,0,0.91011236,0.982758621,0.333333333,0,1,0.769230769,1,0.125,1,2,0,3,0,0
0,0,0,0,0,58,1,50,3,3,0,1,0.333333333,1,0,0,0,3,1,0,0,0,0,0.908045977,0.970588235,0,0,1,0.888888889,0,0,1,1,0,3,0,0
0,1,0,0,0,80,2,59,4,4,0,0,0,1,0,0,0,3,0,1,0,0,0,0.915384615,0.959183673,0.833333333,0,0.846153846,0.666666667,1,0,0.6,2,0,4,0,0
0,0,1,0,0,52,0,46,3,2,0,2,0.666666667,0,0,0,0,3,2,0,0,0,0,0.958762887,0.96875,0.5,0,1,1,1,0.111111111,0.785714286,0,0,2,0,0
0,1,0,0,0,51,0,44,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0.923076923,0.941176471,0,0,0.923076923,0.888888889,0,0.142857143,0.769230769,0,0,1,0,0
0,1,0,0,0,67,0,49,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.912087912,0.970588235,1,0,0.9,0.583333333,0,0.333333333,0.625,0,0,1,0,0
1,1,0,0,1,65,1,55,3,2,0,1,0.333333333,0,0,0,0,0,0,3,1,0,0,0.896226415,0.972222222,0.25,0,1,0.8,1,0.25,0.666666667,1,0,2,0,0
0,0,0,0,0,67,2,51,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0.905263158,0.983333333,0,1,1,0.928571429,0,0.222222222,0.833333333,2,0,1,0,0
3,1,0,0,1,63,1,47,4,3,0,1,0.25,0,0,0,0,2,0,2,1,0,0,0.914893617,0.984848485,0,1,0.888888889,0.857142857,0,0,0.714285714,1,0,3,0,0
