matchResult,foul,injury,redCards,yellowCards,dribble,cornerKick,possession,shootTotal,effectiveShootTotal,goalTotal,ownGoal,shootHeading,goalHeading,shootFreekick,goalFreekick,shootInPenalty,goalInPenalty,shootOutPenalty,goalOutPenalty,shootPenaltyKick,goalPenaltyKick,passTry,passSuccess,shortPassTry,shortPassSuccess,longPassTry,longPassSuccess,bouncingLobPassTry,bouncingLobPassSuccess,drivenGroundPassTry,drivenGroundPassSuccess,throughPassTry,throughPassSuccess,lobbedThroughPassTry,lobbedThroughPassSuccess,blockTry,blockSuccess,tackleTry,tackleSuccess
0,1,0,0,0,56,2,51,3,2,1,0,0,0,0,0,3,1,0,0,0,0,101,91,78,73,4,0,1,1,7,7,11,10,0,0,8,0,7,6
0,1,0,0,0,55,1,42,1,0,0,0,0,0,0,0,1,0,0,0,0,0,84,76,70,66,3,0,0,0,6,6,5,4,0,0,2,0,12,9
0,1,0,0,0,49,1,50,2,2,1,0,0,0,0,0,2,1,0,0,0,0,90,85,67,65,5,4,0,0,8,8,9,8,0,0,7,0,7,6
3,0,1,0,0,73,0,53,4,4,3,0,0,0,0,0,4,3,0,0,0,0,110,102,79,77,5,1,0,0,10,10,16,14,0,0,4,0,14,11
0,2,0,0,0,77,1,48,1,1,0,0,0,0,0,0,0,0,1,0,0,0,111,101,79,76,4,1,0,0,11,10,16,14,0,0,10,1,28,18
3,1,0,0,0,32,0,36,1,1,1,0,0,0,0,0,1,1,0,0,0,0,57,54,38,37,3,2,0,0,5,5,10,9,1,1,10,0,7,4
3,0,0,0,0,62,2,52,3,2,2,0,0,0,0,0,2,2,1,0,0,0,103,97,73,70,3,2,1,0,8,8,18,17,0,0,5,1,11,8
3,2,0,0,0,71,1,57,6,5,3,0,0,0,0,0,5,2,1,1,0,0,116,109,84,84,2,2,3,1,13,11,11,9,2,2,2,0,8,6
0,1,0,0,0,43,0,40,5,4,1,0,0,0,0,0,3,0,1,1,0,0,65,58,46,45,6,2,0,0,4,4,8,7,0,0,6,0,5,3
0,0,0,0,0,86,3,50,3,2,2,0,0,0,0,0,3,2,0,0,0,0,136,118,85,81,11,4,2,0,19,17,18,15,1,1,11,1,8,5
0,0,1,0,0,67,1,54,3,1,1,0,0,0,0,0,3,1,0,0,0,0,101,96,77,76,4,1,0,0,9,8,10,10,1,1,13,1,4,2
0,0,0,0,0,68,3,54,6,5,1,0,2,0,1,0,2,0,3,1,1,0,108,100,80,80,8,4,0,0,8,7,11,9,0,0,6,0,12,10
3,1,1,0,0,48,1,44,8,5,2,0,1,1,1,0,5,2,3,0,0,0,59,55,40,40,5,3,0,0,6,5,7,6,1,1,7,1,11,8
0,1,0,0,0,61,1,44,4,3,1,0,1,0,0,0,3,0,1,1,0,0,74,69,48,46,2,1,0,0,14,12,10,10,0,0,7,2,14,12
0,0,0,0,0,55,0,46,1,0,0,0,0,0,0,0,0,0,1,0,0,0,97,90,79,74,1,1,0,0,9,8,8,7,0,0,7,0,10,7
0,1,0,0,0,62,2,52,2,0,0,0,0,0,0,0,2,0,0,0,0,0,104,95,71,70,5,1,1,0,8,8,19,16,0,0,3,1,11,5
0,0,1,0,0,54,0,44,3,3,1,0,0,0,0,0,3,1,0,0,0,0,84,81,54,53,1,0,0,0,13,13,16,15,0,0,5,1,7,6
3,0,0,0,0,49,0,44,6,4,3,0,0,0,0,0,5,3,1,0,0,0,84,79,62,61,1,1,0,0,9,9,11,8,1,0,8,0,7,7
3,2,0,0,0,65,1,53,7,5,2,0,0,0,0,0,4,2,3,0,0,0,95,92,68,68,4,3,2,1,12,12,9,8,0,0,2,1,11,6
0,0,0,0,0,69,1,49,4,4,2,0,0,0,0,0,3,1,1,1,0,0,112,105,86,85,5,2,0,0,8,7,13,11,0,0,6,0,7,5
3,0,0,0,0,79,2,53,8,5,2,0,0,0,0,0,4,1,4,1,0,0,104,99,72,71,4,3,1,0,9,9,17,15,1,1,5,0,10,7
0,0,0,0,0,43,1,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,66,60,40,39,9,5,1,1,7,7,8,7,1,1,11,0,7,7
3,0,0,0,0,50,1,48,6,2,1,0,0,0,0,0,3,0,3,1,0,0,96,87,66,65,7,1,0,0,7,7,15,14,1,0,6,1,11,9
3,0,0,0,0,102,0,54,5,4,3,0,0,0,1,1,3,2,2,1,0,0,155,149,122,120,3,0,0,0,15,15,14,14,0,0,8,0,13,12
3,0,1,0,0,70,0,53,3,3,2,0,0,0,0,0,2,2,1,0,0,0,114,108,88,87,1,0,1,0,13,12,9,8,2,1,5,0,5,5
3,1,0,0,1,57,1,50,5,4,3,0,0,0,0,0,4,2,1,1,0,0,92,87,65,64,3,2,1,0,5,5,18,16,0,0,9,2,12,8
0,1,0,0,0,58,1,44,4,4,0,0,0,0,1,0,3,0,1,0,0,0,91,85,65,61,4,3,1,1,11,11,10,9,0,0,8,0,6,5
0,1,0,0,1,65,2,55,4,1,1,0,0,0,0,0,2,1,2,0,0,0,116,108,85,84,8,3,0,0,8,7,15,14,0,0,6,1,7,5
0,0,0,0,0,58,1,53,3,1,0,0,0,0,0,0,2,0,1,0,0,0,107,101,87,84,6,4,0,0,6,6,8,7,0,0,6,0,7,6
3,2,0,0,0,64,0,52,6,5,3,0,1,0,0,0,6,3,0,0,0,0,100,90,70,69,3,1,0,0,9,8,17,12,0,0,2,0,12,8
0,1,0,0,0,64,1,52,4,3,1,0,0,0,0,0,3,0,1,1,0,0,93,90,66,66,6,3,0,0,13,13,8,8,0,0,7,0,9,8
3,1,0,0,0,57,3,44,9,9,3,0,2,0,0,0,8,2,1,1,0,0,87,82,58,58,4,3,1,0,10,9,14,12,0,0,4,0,9,7
0,2,0,0,1,65,2,48,3,2,0,0,2,0,0,0,2,0,1,0,0,0,99,92,71,68,5,2,1,1,10,10,11,11,0,0,4,0,17,9
3,0,0,0,0,78,1,53,5,3,2,0,0,0,0,0,4,1,0,0,1,1,117,107,82,82,5,2,0,0,10,9,18,14,0,0,1,0,16,12
0,0,0,0,0,51,0,45,2,0,0,0,0,0,0,0,1,0,1,0,0,0,72,65,54,51,3,1,0,0,6,6,9,7,0,0,4,1,17,16
0,1,0,0,0,65,4,54,10,4,0,0,1,0,0,0,9,0,1,0,0,0,111,102,82,78,5,2,0,0,10,10,13,12,0,0,3,2,11,9
0,1,0,0,0,61,1,47,3,3,0,0,1,0,0,0,2,0,1,0,0,0,82,75,50,48,4,3,0,0,8,8,19,16,0,0,5,1,15,11
0,0,0,0,0,78,2,61,4,4,2,0,0,0,0,0,2,1,2,1,0,0,133,125,104,101,3,1,1,0,12,12,12,11,0,0,10,0,6,6
3,1,0,0,0,69,1,52,3,2,2,0,0,0,0,0,1,1,2,1,0,0,101,93,71,69,3,0,0,0,10,10,16,13,1,1,4,0,8,5
0,1,0,0,0,105,5,55,9,8,1,0,5,0,0,0,6,0,3,1,0,0,153,140,105,103,9,5,1,0,20,19,17,12,1,1,3,1,19,15
3,1,1,0,1,53,1,48,7,6,2,0,1,0,0,0,6,2,1,0,0,0,78,71,51,49,4,3,1,1,10,10,9,7,2,1,6,0,11,9
0,2,0,0,0,45,0,46,1,1,1,0,0,0,0,0,1,1,0,0,0,0,75,69,51,48,4,3,0,0,6,6,14,12,0,0,8,1,18,10
3,0,0,0,0,81,0,43,5,2,1,0,0,0,0,0,4,0,1,1,0,0,117,105,74,70,5,2,0,0,20,19,17,14,0,0,4,1,18,14
0,0,0,0,0,74,3,50,10,8,1,0,2,0,0,0,6,0,4,1,0,0,97,87,62,60,11,4,1,1,11,11,12,11,0,0,3,0,6,4
0,1,0,0,1,68,1,51,4,3,1,0,0,0,0,0,3,1,1,0,0,0,94,88,62,61,3,2,2,0,12,12,14,13,1,0,1,0,7,5
0,2,0,0,1,67,3,52,4,3,2,0,0,0,0,0,2,2,1,0,0,0,106,98,74,74,5,1,0,0,11,10,15,12,1,1,4,0,16,11
0,1,1,0,0,67,1,54,4,4,1,0,0,0,0,0,2,0,2,1,0,0,111,103,75,72,6,1,0,0,13,13,15,15,2,2,0,0,10,9
3,0,1,0,0,56,2,50,6,5,3,0,1,0,0,0,6,3,0,0,0,0,79,73,65,63,3,1,0,0,2,1,8,7,1,1,11,3,13,11
3,0,0,0,0,72,3,59,8,5,2,0,0,0,0,0,7,2,1,0,0,0,118,113,88,87,4,1,0,0,11,11,15,14,0,0,5,0,4,3
3,0,1,0,0,74,2,53,7,4,2,0,0,0,0,0,7,2,0,0,0,0,105,98,77,76,5,1,0,0,12,12,11,9,0,0,3,2,8,7
0,1,0,0,0,62,1,49,4,2,0,0,1,0,0,0,4,0,0,0,0,0,94,88,67,66,4,2,0,0,4,4,19,16,0,0,8,1,14,7
3,1,0,0,1,68,0,54,6,5,4,0,2,2,0,0,5,3,1,1,0,0,103,96,73,70,5,4,0,0,13,12,12,10,0,0,3,1,7,5
3,2,0,0,0,46,1,45,6,5,1,0,2,0,1,0,5,1,1,0,0,0,74,64,48,48,7,1,1,1,7,7,9,6,1,1,5,0,11,8
0,1,0,0,1,64,1,54,3,1,1,0,1,1,0,0,3,1,0,0,0,0,120,110,81,80,7,2,0,0,14,12,18,16,0,0,10,1,11,9
0,0,0,0,0,56,1,49,2,1,0,0,0,0,0,0,2,0,0,0,0,0,99,91,73,71,5,3,1,0,6,6,13,10,1,1,6,2,8,7
3,0,0,0,0,84,3,58,9,7,3,0,2,0,0,0,9,3,0,0,0,0,117,111,84,84,6,2,0,0,12,11,15,14,0,0,3,0,5,3
0,0,0,0,0,87,0,52,2,0,0,0,1,0,0,0,1,0,1,0,0,0,145,135,110,108,7,2,0,0,8,8,19,16,1,1,5,0,10,8
0,3,0,0,1,61,4,51,6,5,1,0,1,1,1,0,4,1,1,0,1,0,99,88,69,66,6,1,0,0,10,9,13,12,1,0,5,1,8,6
0,1,1,0,0,111,5,56,6,4,1,0,0,0,0,0,3,0,2,0,1,1,161,149,108,107,6,0,1,0,23,23,22,19,0,0,7,0,4,2
0,1,0,0,0,55,1,48,5,2,1,0,1,0,0,0,3,0,2,1,0,0,97,89,60,59,6,3,0,0,9,9,21,18,0,0,11,1,8,7
3,1,0,0,0,79,1,49,10,5,1,0,0,0,1,0,7,1,3,0,0,0,121,113,80,77,3,1,0,0,14,14,24,21,0,0,6,0,9,8
0,0,0,0,0,38,0,38,3,1,1,0,1,0,0,0,2,1,1,0,0,0,69,58,36,36,11,5,1,0,7,6,13,11,1,0,9,1,4,4
0,0,1,0,0,56,3,47,3,2,1,0,0,1,0,0,2,0,0,1,0,0,95,87,58,57,8,4,0,0,7,7,21,19,0,0,9,1,3,3
0,1,0,0,0,66,2,54,3,2,1,0,1,1,0,0,3,1,0,0,0,0,110,106,78,77,4,2,0,0,11,11,17,16,0,0,1,0,14,13
0,2,0,0,0,70,1,52,6,3,1,0,1,0,1,0,4,1,2,0,0,0,111,105,81,80,6,5,1,1,10,10,12,9,0,0,10,1,10,6
3,1,0,0,1,56,0,48,5,4,4,0,1,1,0,0,4,4,0,0,0,0,103,95,72,71,5,2,0,0,7,6,19,16,0,0,3,0,9,5
0,1,0,0,0,70,2,51,7,5,1,0,0,0,0,0,5,1,2,0,0,0,96,93,66,65,2,0,1,1,11,11,15,15,1,1,8,1,12,8
3,0,0,0,0,52,1,45,3,3,2,0,0,0,0,0,3,2,0,0,0,0,85,78,56,56,5,1,0,0,8,6,16,15,0,0,4,0,11,9
0,0,0,0,0,53,2,45,4,3,0,0,2,0,0,0,3,0,1,0,0,0,83,75,58,56,5,1,1,1,6,6,13,11,0,0,7,2,10,6
3,0,0,0,0,59,5,47,8,7,3,0,1,0,0,0,5,1,3,2,0,0,86,73,59,57,12,2,0,0,3,3,10,10,1,1,4,0,10,8
0,1,0,0,0,59,1,47,3,1,0,0,0,0,0,0,3,0,0,0,0,0,95,88,68,65,5,1,0,0,8,8,14,14,0,0,5,1,12,11
0,0,0,0,0,61,3,48,2,1,0,0,0,0,0,0,1,0,1,0,0,0,89,76,48,47,12,3,1,1,13,12,15,13,0,0,0,0,12,9
0,1,1,0,0,65,0,57,4,1,1,0,0,0,1,0,2,1,2,0,0,0,119,110,84,80,3,1,1,1,16,14,15,14,0,0,4,1,11,8
3,0,0,0,0,65,4,52,7,3,1,0,0,0,1,0,5,1,2,0,0,0,104,94,66,65,7,2,0,0,11,11,18,16,0,0,6,1,6,4
3,1,0,0,0,46,1,41,6,5,2,0,1,0,0,0,5,2,1,0,0,0,65,59,41,40,9,5,0,0,7,7,8,7,0,0,5,2,11,8
0,0,1,0,0,45,0,46,1,1,0,0,0,0,0,0,1,0,0,0,0,0,78,72,53,51,3,2,0,0,11,11,11,8,0,0,11,3,16,14
1,2,0,0,0,59,0,51,5,4,2,0,0,0,0,0,4,1,1,1,0,0,103,96,81,80,2,0,0,0,6,5,14,11,0,0,8,0,7,7
1,0,0,0,0,70,1,51,2,1,0,0,0,0,0,0,1,0,1,0,0,0,115,108,91,90,4,1,0,0,11,11,9,6,0,0,4,1,8,6
0,1,0,0,0,60,0,45,1,1,0,0,0,0,0,0,1,0,0,0,0,0,89,82,59,58,5,2,1,0,9,8,15,14,0,0,7,0,12,8
3,0,0,0,0,51,2,47,6,3,1,0,0,0,0,0,5,1,1,0,0,0,88,81,59,57,5,2,0,0,13,11,10,10,1,1,2,0,7,5
3,0,0,0,0,69,5,49,8,4,2,0,2,1,0,0,7,2,1,0,0,0,103,97,70,69,8,4,0,0,11,11,14,13,0,0,4,0,7,5
0,0,0,0,0,46,0,38,1,1,1,0,0,0,0,0,1,1,0,0,0,0,64,62,52,51,1,1,0,0,2,2,9,8,0,0,4,1,18,16
3,1,0,0,0,70,3,47,5,3,1,0,2,0,0,0,5,1,0,0,0,0,83,77,54,54,6,2,0,0,8,8,15,13,0,0,4,0,9,8
0,2,0,0,0,57,3,46,5,3,0,1,0,0,0,0,5,0,0,0,0,0,81,76,53,52,4,0,0,0,8,8,15,15,1,1,6,1,9,7
0,2,0,0,0,61,0,46,1,1,1,0,1,1,0,0,1,1,0,0,0,0,97,91,63,62,5,2,0,0,15,15,14,12,0,0,4,2,14,8
3,0,0,0,0,65,1,50,8,4,2,0,1,0,0,0,6,2,2,0,0,0,94,90,68,67,2,1,2,1,8,8,14,13,0,0,5,0,8,8
1,0,0,0,0,65,1,54,4,4,2,0,1,0,0,0,3,1,1,1,0,0,112,105,78,78,6,1,0,0,16,15,11,10,1,1,2,1,4,2
0,0,0,0,0,65,2,52,3,3,0,0,2,0,0,0,3,0,0,0,0,0,89,81,58,57,6,2,0,0,10,10,13,10,2,2,8,1,4,4
0,0,0,0,0,58,1,50,3,3,1,0,1,0,0,0,3,1,0,0,0,0,87,79,68,66,5,0,0,0,5,5,9,8,0,0,2,0,6,6
0,1,0,0,0,80,2,59,4,4,0,0,1,0,0,0,3,0,1,0,0,0,130,119,98,94,6,5,0,0,13,11,12,8,1,1,3,0,5,3
0,0,1,0,0,52,0,46,3,2,2,0,0,0,0,0,3,2,0,0,0,0,97,93,64,62,4,2,0,0,10,10,18,18,1,1,9,1,14,11
0,1,0,0,0,51,0,44,1,1,1,0,0,0,0,0,1,1,0,0,0,0,91,84,68,64,1,0,0,0,13,12,9,8,0,0,7,1,13,10
0,1,0,0,0,67,0,49,1,1,0,0,0,0,0,0,1,0,0,0,0,0,91,83,68,66,1,1,0,0,10,9,12,7,0,0,9,3,8,5
1,1,0,0,1,65,1,55,3,2,1,0,0,0,0,0,0,0,3,1,0,0,106,95,72,70,8,2,0,0,10,10,15,12,1,1,4,1,9,6
0,0,0,0,0,67,2,51,1,1,1,0,0,0,0,0,1,1,0,0,0,0,95,86,60,59,5,0,1,1,13,13,14,13,1,0,9,2,6,5
3,1,0,0,1,63,1,47,4,3,1,0,0,0,0,0,2,0,2,1,0,0,94,86,66,65,3,0,1,1,9,8,14,12,1,0,1,0,7,5
3,2,0,0,0,50,3,42,6,5,3,0,0,0,0,0,4,2,1,0,1,1,65,60,52,50,0,0,0,0,4,4,9,6,0,0,6,1,10,8
3,1,0,0,0,77,2,58,7,6,2,0,2,0,0,0,5,2,2,0,0,0,113,107,77,76,7,4,0,0,11,11,17,16,0,0,1,0,13,9
1,1,0,0,1,57,3,51,7,5,2,0,0,0,0,0,5,2,2,0,0,0,100,89,73,69,7,2,0,0,7,7,13,11,0,0,4,1,9,7
0,2,1,0,0,54,3,44,6,3,3,0,0,0,0,0,5,3,1,0,0,0,84,78,54,53,8,4,0,0,7,7,14,13,1,1,3,0,10,8
0,2,0,0,0,53,0,50,1,1,1,0,0,0,0,0,0,0,1,1,0,0,102,94,81,79,3,0,0,0,9,9,9,6,0,0,4,2,8,8
0,0,1,0,0,52,1,48,5,5,0,0,1,0,0,0,5,0,0,0,0,0,102,93,78,76,6,2,0,0,8,8,10,7,0,0,5,0,9,7
3,0,0,0,0,89,3,62,7,5,1,0,3,0,0,0,6,1,1,0,0,0,150,143,111,109,7,3,0,0,18,18,12,12,2,1,2,0,8,6
1,1,1,0,0,58,1,46,3,1,1,0,0,0,0,0,1,0,1,0,1,1,84,78,65,65,6,1,0,0,4,4,8,8,1,0,3,0,5,4
3,1,0,0,0,83,1,48,7,6,3,0,0,0,0,0,7,3,0,0,0,0,120,110,84,80,3,0,0,0,13,12,20,18,0,0,12,0,7,7
0,1,0,0,0,59,3,48,4,3,1,0,1,0,0,0,4,1,0,0,0,0,93,87,70,68,6,3,0,0,9,9,7,6,1,1,7,2,6,4
3,1,0,0,0,63,0,51,2,2,2,0,0,0,0,0,1,1,0,0,1,1,94,87,61,59,2,1,0,0,11,10,19,16,1,1,3,0,8,4
3,2,0,0,1,64,2,52,8,6,2,0,2,0,0,0,7,1,1,1,0,0,99,96,68,68,6,3,0,0,7,7,17,17,1,1,2,0,7,5
3,1,0,0,0,85,1,50,4,2,1,0,0,0,0,0,3,1,1,0,0,0,128,120,87,86,4,2,0,0,22,18,12,11,3,3,4,1,18,13
0,1,0,0,0,59,0,49,4,1,1,0,0,0,3,1,1,0,3,1,0,0,88,84,65,63,3,1,1,1,11,11,7,7,1,1,4,0,8,7
0,2,0,0,0,71,0,50,4,3,2,0,0,0,0,0,4,2,0,0,0,0,106,98,73,71,6,3,1,1,10,9,16,14,0,0,5,0,14,12
3,0,0,0,0,75,2,56,7,6,3,0,0,0,0,0,7,3,0,0,0,0,114,108,74,74,4,2,1,1,14,14,20,17,0,0,1,0,8,6
3,1,0,0,0,65,3,53,8,8,3,0,1,0,0,0,6,2,2,1,0,0,97,92,72,71,5,1,0,0,9,9,11,11,0,0,7,0,5,3
3,0,0,0,0,51,1,51,6,3,2,0,0,0,1,0,2,1,3,0,1,1,107,102,73,72,4,2,0,0,10,10,20,18,0,0,3,0,12,10
1,0,0,0,0,63,0,49,4,4,2,0,0,0,0,0,3,1,1,1,0,0,95,89,71,69,2,1,0,0,10,10,11,9,0,0,7,1,11,10
3,0,0,0,0,52,0,45,3,2,2,0,0,0,0,0,2,2,1,0,0,0,90,82,59,57,3,1,1,0,13,11,12,12,1,1,4,1,8,5
0,0,1,0,0,43,1,42,3,2,1,0,0,0,0,0,3,1,0,0,0,0,72,63,48,45,3,1,0,0,8,8,13,9,0,0,10,4,10,8
3,1,0,0,0,49,1,46,5,3,1,0,1,0,0,0,4,1,1,0,0,0,88,82,59,58,7,6,0,0,10,8,12,10,0,0,6,0,15,9
0,0,0,0,0,84,1,50,7,5,2,1,2,0,0,0,7,2,0,0,0,0,123,109,91,87,9,3,0,0,12,11,10,7,1,1,6,0,13,8
1,1,0,0,0,71,3,57,5,5,0,0,0,0,0,0,4,0,1,0,0,0,111,104,74,74,7,3,0,0,12,12,17,15,0,0,7,0,13,10
0,0,0,0,0,87,1,48,6,3,1,0,0,0,0,0,5,1,1,0,0,0,150,141,117,115,4,0,0,0,10,10,19,16,0,0,7,0,13,10
0,3,0,0,0,62,1,50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,101,91,68,66,10,4,0,0,15,15,7,5,1,1,10,1,7,5
3,0,0,0,0,67,5,43,7,7,3,0,0,0,0,0,5,2,2,1,0,0,119,111,79,79,7,1,0,0,14,12,17,17,2,2,17,2,12,10
0,0,0,0,0,52,0,51,3,2,1,0,0,0,0,0,2,1,1,0,0,0,94,86,65,62,1,1,0,0,9,8,18,15,0,0,8,1,18,16
3,1,0,0,0,56,0,48,5,5,3,1,0,0,0,0,5,3,0,0,0,0,100,93,72,68,0,0,0,0,13,13,15,12,0,0,8,3,11,9
0,0,1,0,0,61,2,49,5,2,0,0,1,0,0,0,5,0,0,0,0,0,81,73,48,47,8,2,0,0,9,9,15,14,1,1,5,0,11,9
0,1,0,0,0,54,1,45,3,3,0,0,1,0,0,0,2,0,1,0,0,0,80,75,67,65,5,2,0,0,4,4,4,4,0,0,6,0,11,9
0,1,1,0,0,74,3,53,4,3,1,0,1,0,0,0,4,1,0,0,0,0,106,98,75,72,8,3,1,1,11,11,11,11,0,0,9,2,6,3
3,1,0,0,0,82,4,49,5,4,1,0,1,0,0,0,2,1,3,0,0,0,132,120,98,95,10,4,0,0,12,12,11,8,1,1,6,0,14,11
0,0,0,0,0,56,2,51,4,3,2,0,1,0,0,0,4,2,0,0,0,0,109,96,72,67,7,4,1,0,13,11,16,14,0,0,8,0,7,5
0,1,0,0,1,58,0,48,2,1,0,0,0,0,0,0,1,0,1,0,0,0,83,73,59,55,9,4,0,0,8,8,7,6,0,0,10,1,7,5
3,0,0,0,0,61,1,53,4,3,3,0,1,0,0,0,3,2,1,1,0,0,100,95,71,70,4,1,0,0,11,11,14,13,0,0,0,0,5,4
3,3,0,0,0,62,1,51,6,4,2,1,0,0,0,0,4,2,2,0,0,0,96,92,58,58,5,3,0,0,17,16,16,15,0,0,8,2,13,8
0,0,2,0,0,49,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,88,64,64,3,0,0,0,13,12,14,11,1,1,11,2,8,7
3,0,0,0,0,70,2,51,6,6,3,0,0,0,0,0,6,3,0,0,0,0,108,101,80,77,3,0,1,1,12,12,12,11,0,0,5,1,15,14
1,2,0,0,0,60,0,47,3,2,1,0,0,0,0,0,2,1,1,0,0,0,89,85,59,59,4,2,0,0,15,14,11,10,0,0,2,0,10,7
3,0,0,0,0,51,2,47,6,3,1,0,0,0,0,0,5,1,1,0,0,0,88,81,59,57,5,2,0,0,13,11,10,10,1,1,2,0,7,5
1,0,0,0,0,67,0,53,2,2,2,0,0,0,0,0,2,2,0,0,0,0,102,99,75,74,1,0,0,0,14,14,12,11,0,0,6,1,9,5
1,1,0,0,1,58,1,44,3,3,2,0,0,0,0,0,2,1,1,1,0,0,98,93,68,68,4,1,0,0,13,13,13,11,0,0,5,0,9,7
3,0,0,0,0,75,3,57,5,5,2,0,1,1,0,0,4,1,1,1,0,0,117,112,85,83,6,4,0,0,11,11,14,13,1,1,13,1,13,10
0,0,0,0,0,66,1,49,3,2,0,0,0,0,0,0,2,0,1,0,0,0,95,86,66,64,6,2,0,0,12,12,11,8,0,0,3,0,6,4
3,1,1,0,0,72,2,49,3,2,1,0,0,0,0,0,2,0,0,1,0,0,96,88,69,66,5,1,0,0,5,5,17,16,0,0,8,1,6,5
3,2,0,0,0,59,0,47,1,1,1,0,0,0,0,0,1,1,0,0,0,0,103,98,74,71,2,1,0,0,11,11,15,15,0,0,4,0,11,8
0,0,0,0,0,57,2,47,3,2,1,0,1,0,0,0,2,0,1,1,0,0,93,87,61,59,3,1,0,0,15,15,14,12,0,0,7,1,5,2
1,1,0,0,0,43,0,39,3,3,2,0,1,1,0,0,3,2,0,0,0,0,77,69,54,52,1,0,0,0,6,5,15,12,0,0,1,0,8,4
3,0,1,0,0,73,1,50,1,1,1,0,0,0,0,0,1,1,0,0,0,0,95,87,60,59,5,1,0,0,12,12,17,14,1,1,4,1,11,6
0,0,1,0,0,63,1,50,4,2,1,0,0,0,0,0,2,0,2,1,0,0,93,87,65,64,7,3,0,0,11,10,10,10,0,0,6,0,13,11
3,1,0,0,1,64,0,53,4,3,2,0,1,0,0,0,4,2,0,0,0,0,109,101,79,76,2,1,1,1,11,11,16,12,0,0,4,1,12,10
3,0,0,0,0,69,4,57,10,6,2,0,0,0,0,0,8,1,2,1,0,0,102,93,72,68,7,3,1,0,9,9,13,13,0,0,1,0,5,5
0,1,0,0,0,62,0,53,2,1,1,0,0,0,0,0,2,1,0,0,0,0,121,111,88,85,2,1,1,0,10,10,20,15,0,0,3,0,5,4
1,1,0,0,0,53,1,44,5,3,1,0,0,0,0,0,4,1,1,0,0,0,85,81,65,64,2,1,1,1,9,8,8,7,0,0,9,1,13,8
3,1,0,0,0,58,1,46,7,6,4,0,0,0,0,0,7,4,0,0,0,0,84,80,55,55,3,2,0,0,8,8,17,15,0,0,8,0,10,8
3,0,1,0,0,61,2,50,6,6,2,0,0,0,0,0,4,2,2,0,0,0,99,92,70,68,4,2,0,0,11,10,14,12,0,0,5,1,8,6
3,0,0,0,0,71,1,52,2,2,2,0,0,0,0,0,1,1,1,1,0,0,103,95,72,71,5,1,0,0,10,10,15,13,0,0,4,1,12,8
1,0,0,0,0,66,1,52,7,4,2,0,0,0,1,0,2,0,5,2,0,0,107,104,75,75,2,1,0,0,11,11,19,17,0,0,5,0,6,4
1,0,0,0,0,51,0,47,2,2,2,0,0,0,0,0,1,1,1,1,0,0,80,73,54,53,8,5,0,0,10,9,8,6,0,0,7,2,9,7
3,1,0,0,0,75,0,57,6,6,4,0,0,0,0,0,3,3,2,1,0,0,110,109,81,81,1,1,0,0,13,13,15,14,0,0,10,5,9,7
0,0,0,0,0,58,1,50,1,1,0,0,0,0,0,0,1,0,0,0,0,0,106,98,86,81,1,0,1,0,9,8,9,9,0,0,12,1,7,6
1,3,0,0,1,59,1,49,5,3,1,0,2,0,0,0,3,0,2,1,0,0,101,90,70,66,3,1,3,1,9,9,15,12,1,1,3,0,9,7
0,2,0,0,1,52,1,48,4,2,1,0,2,1,0,0,4,1,0,0,0,0,93,90,70,69,2,2,0,0,11,11,8,8,1,0,9,2,9,5
3,0,0,0,0,58,0,52,5,4,1,0,0,0,0,0,5,1,0,0,0,0,97,91,74,72,2,1,0,0,8,7,13,11,0,0,5,0,11,9
3,1,0,0,0,71,2,57,6,5,3,0,0,0,1,0,4,2,2,1,0,0,110,104,83,83,5,1,1,0,7,7,13,12,1,1,0,0,10,7
1,0,0,0,0,58,2,55,6,3,1,0,1,0,0,0,5,1,1,0,0,0,108,102,87,86,5,1,0,0,6,6,10,9,0,0,4,0,7,5
0,0,0,0,0,69,1,54,2,1,1,0,1,0,0,0,1,0,0,0,1,1,115,107,82,81,7,3,1,0,13,13,12,10,0,0,2,0,11,9
1,3,0,0,0,58,0,51,2,0,0,0,0,0,0,0,1,0,1,0,0,0,86,79,55,53,6,3,1,1,11,11,12,10,1,1,8,2,9,5
1,1,0,0,0,70,0,49,2,2,1,0,0,0,0,0,2,1,0,0,0,0,98,91,69,67,2,0,0,0,13,13,14,11,0,0,2,1,9,7
0,0,1,0,0,49,0,48,4,2,1,0,1,0,1,0,2,1,2,0,0,0,84,78,56,56,8,4,0,0,11,11,9,7,0,0,5,0,9,4
1,1,0,0,0,58,2,46,3,3,2,0,0,0,0,0,2,1,1,1,0,0,105,98,82,80,3,0,0,0,11,11,7,7,0,0,6,1,6,4
0,1,0,0,0,62,1,48,1,1,0,0,0,0,0,0,1,0,0,0,0,0,77,71,55,55,6,1,0,0,4,4,11,10,1,1,6,0,13,11
0,0,0,0,0,47,1,45,2,2,1,0,0,0,0,0,1,0,1,1,0,0,97,86,65,62,4,0,0,0,11,10,16,14,0,0,7,1,7,7
3,0,0,0,0,38,0,40,5,4,2,0,0,0,0,0,5,2,0,0,0,0,67,62,42,40,3,2,1,1,11,10,9,8,1,1,2,0,7,6
